61.17432,-149.99619
33.94254,-118.40807
37.619,-122.37484
33.94254,-118.40807
47.44898,-122.30931
37.619,-122.37484
36.08036,-115.15233
33.94254,-118.40807
37.619,-122.37484
36.08036,-115.15233
39.85841,-104.667
36.08036,-115.15233
33.94254,-118.40807
40.78839,-111.97777
47.44898,-122.30931
61.17432,-149.99619
61.17432,-149.99619
37.619,-122.37484
61.17432,-149.99619
45.58872,-122.5975
36.08036,-115.15233
47.44898,-122.30931
36.08036,-115.15233
33.94254,-118.40807
36.08036,-115.15233
33.94254,-118.40807
64.81368,-147.85967
44.88055,-93.21692
36.08036,-115.15233
39.85841,-104.667
33.43417,-112.00806
33.43417,-112.00806
61.17432,-149.99619
40.78839,-111.97777
36.08036,-115.15233
36.08036,-115.15233
61.17432,-149.99619
18.43942,-66.00183
61.17432,-149.99619
18.43942,-66.00183
nan,nan
33.43417,-112.00806
33.43417,-112.00806
61.17432,-149.99619
43.10726,-78.94538
18.43942,-66.00183
33.43417,-112.00806
61.17432,-149.99619
18.0083,-66.56301
18.49486,-67.12944
18.49486,-67.12944
18.43942,-66.00183
18.43942,-66.00183
18.49486,-67.12944
18.0083,-66.56301
18.43942,-66.00183
41.9796,-87.90446
47.61986,-117.53384
21.31869,-157.92241
34.056,-117.60119
21.31869,-157.92241
61.17432,-149.99619
21.31869,-157.92241
41.9796,-87.90446
28.42889,-81.31603
42.36435,-71.00518
47.3866,-92.83899
45.44906,-98.42183
31.94253,-102.20191
47.44898,-122.30931
32.89595,-97.0372
42.36435,-71.00518
42.94722,-87.89658
45.58872,-122.5975
29.98047,-95.33972
36.12448,-86.67818
25.90683,-97.42586
30.48325,-86.5254
43.56444,-116.22278
47.50942,-94.93372
21.31869,-157.92241
36.12448,-86.67818
37.24433,-93.38686
39.87195,-75.24114
45.58872,-122.5975
47.44898,-122.30931
39.85841,-104.667
41.70895,-86.31847
39.87195,-75.24114
41.9796,-87.90446
40.50898,-122.2934
44.12326,-123.21869
37.619,-122.37484
41.9796,-87.90446
38.94453,-77.45581
42.94052,-78.73217
43.64617,-70.30875
40.63975,-73.77893
27.77036,-97.50122
40.66424,-89.69331
41.9796,-87.90446
36.77619,-119.71814
38.69542,-121.59077
30.19453,-97.66987
42.36435,-71.00518
41.9796,-87.90446
